-34.1,-1.3,-0.5,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.8,1.4,3.9,4.3,21.1,25.3,38.7,41.4,83.8
-1.0,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,-0.0,-0.0,-0.0,0.0,0.5,13.6,19.1,21.0,33.6,35.8,39.8,42.1,49.8,59.6,62.8,78.3,117.0
-5.2,-4.1,-2.9,-0.9,-0.6,-0.1,-0.0,-0.0,0.0,0.1,0.2,0.8,2.6,5.3,7.8,18.1,29.1,37.1,37.2,46.5,50.5,71.7,76.9,98.0
-40.6,-20.7,-3.4,-0.6,-0.2,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.4,2.6,13.3,36.1,40.8,49.9,53.2,84.1,86.4,87.5
-1.9,-1.3,-0.1,-0.0,-0.0,0.0,0.1,0.2,0.2,0.3,0.3,1.4,2.8,3.4,44.2,57.6,58.3,59.2,72.8,76.8,87.3,95.6,95.7,183.5
-0.3,-0.2,-0.1,-0.1,-0.0,-0.0,0.0,0.3,0.5,0.6,0.6,0.7,1.0,1.7,27.8,55.3,63.9,67.2,75.9,80.2,86.8,87.2,99.8,222.9
-11.2,-7.7,-7.6,-7.0,-2.1,-0.9,-0.4,0.0,0.6,2.1,2.7,3.0,18.0,22.1,25.2,28.8,34.1,49.3,53.2,54.4,69.1,79.4,105.4,108.2
-9.5,-8.3,-1.1,-0.8,0.1,0.3,0.6,0.6,1.5,8.7,35.2,38.3,44.8,52.3,59.1,59.9,62.0,65.8,72.9,74.8,104.8,111.6,141.0,310.6
-35.0,-8.4,-5.3,-5.0,-3.9,-1.1,-0.9,0.3,0.5,5.2,6.0,37.3,50.3,52.7,53.3,54.4,68.6,75.9,77.2,84.5,106.3,107.6,163.2,191.1
-15.4,-4.5,-3.9,-1.8,-1.3,-0.3,0.1,0.4,1.5,2.3,10.5,11.8,17.0,44.7,50.0,50.5,69.3,80.7,98.8,172.2,178.9,184.0,276.6,410.5
-27.9,-5.7,-4.9,-0.2,-0.0,0.0,0.9,3.2,4.7,22.4,38.3,61.9,62.0,81.0,81.6,87.4,123.1,135.5,171.1,176.2,201.7,244.7,265.5,541.3
-609.3,-11.0,-2.9,-1.9,-1.9,-0.3,-0.1,0.0,0.7,2.1,9.5,37.8,54.2,57.3,75.8,85.1,143.5,146.0,181.0,181.9,188.7,242.5,250.7,265.1
-119.7,-10.5,-8.7,-1.3,0.1,4.4,44.6,45.2,72.2,76.9,78.6,81.0,124.7,150.3,160.8,206.6,234.2,280.6,280.9,297.9,312.3,328.3,454.2,547.3
